ID,Name,Email,Phone,Balance,Status,Tier
7f1945e8-fd7f-4d0c-aad6-23569e8a4c92,Jeffrey Lopez,jeffrey.lopez226@yahoo.com,+233 948284695,37925.21,active,Platinum
85916304-ad46-4b2e-a14b-76b7fc5cc473,Nicholas Howard,nicholas.howard55@icloud.com,+254 112844221,30593.51,active,Silver
8b54e5d3-4359-4f8e-9e46-a9b296ad626d,Tiffany Johnson,tiffany.johnson775@gmail.com,+44 265953319,35825.2,active,Platinum
ce6b16d4-b28b-4e31-ba33-731affbf28ae,Sarah Sanders,sarah.sanders92@outlook.com,+1 604929382,32751.44,suspended,Silver
2f4c718c-8be8-47c8-abdb-ab2d5b121efe,Rebecca Smith,rebecca.smith303@gmail.com,+971 156741904,578,active,Platinum
f79416b2-1d47-418c-9eca-e95870599e38,Martha Jenkins,martha.jenkins350@icloud.com,+971 740773611,5732.56,active,Platinum
73dd9c66-0b63-4b3b-8979-b2fed6dd8e45,Janet Nguyen,janet.nguyen516@protonmail.com,+234 181081098,13109.8,active,Bronze
dbe67833-4d57-4aad-9f4f-c476d3842d47,Betty Smith,betty.smith820@hotmail.com,+254 385603904,43523.71,active,Platinum
ce49b114-3fb7-498d-84e4-54351fb0bafd,Zachary Watson,zachary.watson562@hotmail.com,+44 954297377,25975.26,frozen,Silver
f163843e-a360-4203-bd5f-1e93bbad2432,Margaret Cook,margaret.cook921@hotmail.com,+61 434991160,31070,active,Bronze
72a1688b-57a4-4545-bfd7-1d61172841c4,Carol Phillips,carol.phillips82@yahoo.com,+254 927499961,17336.47,active,Bronze
11ef04dd-8666-49b8-9676-498a3110d66e,Kevin Butler,kevin.butler510@yahoo.com,+233 378433551,11783.58,frozen,Silver
1db14206-bef5-4707-8d18-b56d3a684c68,Cynthia James,cynthia.james415@protonmail.com,+1 249095951,36082.56,active,Gold
c1b3bea1-f497-4f67-8d6e-c141566e3832,Kenneth Griffin,kenneth.griffin394@protonmail.com,+234 153879634,34825.9,active,Gold
988d29ac-1b7d-43d2-aa8c-e481620d43b6,Pamela Ramos,pamela.ramos188@icloud.com,+27 926107698,49755.22,frozen,Silver
f83212e6-e63e-47cc-9b6f-afb4b9b05cff,Diane Butler,diane.butler814@example.com,+234 817418531,35246.41,frozen,Bronze
80ef63e0-19e5-42ff-98eb-a974951ea5e7,Amy Lewis,amy.lewis447@yahoo.com,+44 144144592,46244.07,active,Bronze
86088603-f058-4bcd-8cbd-52e8972083a2,Michelle Foster,michelle.foster789@yahoo.com,+44 196914895,46379.12,frozen,Silver
21e71c3e-7306-4867-bb54-a8859739a17b,Betty Ramirez,betty.ramirez419@icloud.com,+27 739936954,32584.98,suspended,Bronze
4c9b52ff-ebb8-48f9-aa28-1127733ba0b3,Tiffany Barnes,tiffany.barnes181@protonmail.com,+91 719206048,41146.68,suspended,Silver
0a4e80a5-7314-434d-a326-f20f2be11c38,Richard Martinez,richard.martinez399@icloud.com,+1 438097574,4596.2,suspended,Silver
91b185ce-19dd-4fd1-bbf6-e6a1084188b6,Carter Lopez,carter.lopez683@gmail.com,+234 590314134,31462.05,suspended,Gold
80f3070e-f94a-40c9-b0cc-eb1c1b7cdfbd,James Evans,james.evans738@yahoo.com,+234 512806471,39989.98,active,Bronze
b13c2c33-df97-4535-b5da-de35752d235e,Edward Reed,edward.reed108@hotmail.com,+971 467385481,42801.7,active,Silver
14a4b39b-a8d3-4008-bb4e-f072c4ace893,Anna Richardson,anna.richardson382@yahoo.com,+1 485670666,27835.38,active,Bronze
3a2ae762-5ac3-43ad-b3a7-faf9c4ecbd03,Anna Edwards,anna.edwards728@icloud.com,+254 680496258,11070.57,active,Gold
f4fa2bb5-1764-4ad8-9c68-acd131e1cb03,Gary Foster,gary.foster985@outlook.com,+234 600853450,40156.09,suspended,Gold
b6b46d1e-c070-48ae-bf2c-d90a828e2012,Sarah Martin,sarah.martin858@yahoo.com,+27 797137684,34021.77,frozen,Gold
bf935144-cfab-487a-9357-91595d241b8b,Aaron Ross,aaron.ross200@protonmail.com,+27 370270343,28716.98,active,Bronze
cecae3ee-2b5b-4602-b9c6-f064649502e0,Aaron Young,aaron.young820@outlook.com,+254 434614221,49519.46,active,Silver
d887d9bf-226c-4a1b-9962-b6165644cbee,Frank Peterson,frank.peterson276@example.com,+234 317973631,20294.58,frozen,Gold
7f3cefb9-3d96-456a-a757-52101e666782,Kenneth Rivera,kenneth.rivera146@yahoo.com,+254 506444121,10798.84,active,Bronze
b14ac63a-911c-49ae-9d65-e9213abd023d,Brian Hughes,brian.hughes718@icloud.com,+971 871421606,5039.65,active,Bronze
9b2e5c69-cf5e-44ad-8cc8-8dc741be01ab,Carol Rodriguez,carol.rodriguez17@outlook.com,+254 924837016,13801.08,active,Platinum
2b2353f3-02c7-42ac-8aaa-6e87f5d00019,Henry Roberts,henry.roberts879@protonmail.com,+27 364034957,37688.1,active,Silver
6af03049-c4a4-437e-b9a5-7bbbd77287ee,Stephen Barnes,stephen.barnes768@yahoo.com,+234 863986763,44155.83,frozen,Silver
bc143041-84be-421e-82c6-d041cb91de8d,Kevin Chavez,kevin.chavez149@icloud.com,+233 574619097,8755.74,active,Gold
d7abe81d-55b9-475d-8e81-fdbd35f205d2,Samuel Patterson,samuel.patterson826@hotmail.com,+1 444822116,1321.4,active,Platinum
062f21a0-1ac1-4a02-9ccc-4581e8d8ba5d,Carol Morgan,carol.morgan902@gmail.com,+234 894619602,38530.61,active,Silver
9126854f-3610-4d4d-a1b7-f55d5d4ecfdb,Deborah Williams,deborah.williams700@example.com,+61 554360019,21875.47,active,Platinum
19c08d04-c54d-4b83-a8ed-9afbe9b6e471,Anna Myers,anna.myers127@gmail.com,+27 788394018,46008.36,active,Silver
5e02ddc2-6e85-4597-99ff-04e2386b4fdb,Patricia West,patricia.west730@yahoo.com,+234 377480119,13381.27,active,Platinum
dc3f6178-8f71-4f3e-b01b-adf834646f54,Jennifer Carter,jennifer.carter143@protonmail.com,+1 486705527,40369.7,active,Platinum
7e36c5fe-f8c9-4434-8845-f93cafc4d31d,Jeffrey Johnson,jeffrey.johnson248@icloud.com,+971 317912583,47649.79,suspended,Platinum
0c56c0f1-d76a-4617-8764-dd34785f9b95,Christian Simmons,christian.simmons225@outlook.com,+27 954192383,18735.92,suspended,Bronze
e45ff07e-9b7d-4bae-bdd2-ad17a8f6fdaf,Kenneth Ross,kenneth.ross608@example.com,+971 522104214,23645.14,active,Silver
925ad86a-bb7e-491f-bdb7-1448cbe26226,Anna Flores,anna.flores957@hotmail.com,+44 730528970,46358.95,active,Bronze
a53e408c-67e4-4503-814d-7f381b3b72c9,Linda Campbell,linda.campbell645@gmail.com,+91 139015184,19688.75,active,Bronze
d03788cb-6441-4ca9-b487-34cf05c8aec1,Andrew Torres,andrew.torres76@hotmail.com,+234 470413336,15990.88,active,Gold
4ab7c8c1-b8e8-4333-a80f-03d725eec505,Sandra Thompson,sandra.thompson87@yahoo.com,+234 707367882,39060.49,active,Gold
8a45c8b1-89dd-4b26-8a67-b714e171725d,Christopher White,christopher.white160@outlook.com,+233 814706279,5289.15,active,Bronze
eacb134d-1f48-47d0-974c-fc9ff0ad17ee,Mary Campbell,mary.campbell316@icloud.com,+91 562886062,35795.67,active,Platinum
faf35d59-dd79-483f-806d-6caf24a7bb41,Larry Turner,larry.turner967@example.com,+44 826517103,11246.38,active,Bronze
a6442630-ef9d-49ea-918e-1728d48dec4a,Justin Patterson,justin.patterson177@outlook.com,+1 111517862,30580.28,active,Platinum
cbf25fb0-cf41-46b2-8b7f-7e1e47e58340,Rebecca Edwards,rebecca.edwards831@hotmail.com,+234 850846740,39179.27,active,Gold
6e176762-53f1-4db2-846b-09455317cfc4,Carol Roberts,carol.roberts123@outlook.com,+971 471895552,37148.15,active,Silver
b6ffabfa-085b-4e9c-af1b-a3b8efdc488c,James Turner,james.turner922@outlook.com,+254 265959066,38708.19,frozen,Silver
aa76289a-366d-47ad-8467-8e42419bcbb6,Dennis Henderson,dennis.henderson510@yahoo.com,+44 502730022,13380.3,active,Silver
bf5eaca7-0974-43c8-a502-ca4c64d1bb84,David Walker,david.walker964@icloud.com,+1 721036770,15346.33,active,Platinum
e9865aa1-7d7d-4f58-8577-fdc4b43877e9,Joseph Chavez,joseph.chavez4@hotmail.com,+254 757799179,338.17,active,Gold
5c53a13f-bb52-459d-a765-6ddc2df5b811,Nancy Lopez,nancy.lopez77@hotmail.com,+91 372699535,33651.68,active,Platinum
8c1e560e-4423-4680-84f3-857dfb223508,Jason Russell,jason.russell397@hotmail.com,+44 768392848,41429.45,suspended,Bronze
b551f6f0-1181-40bb-a012-a6aab8acd407,Karen Walker,karen.walker395@protonmail.com,+27 258535129,10337.85,suspended,Gold
e33cce41-01aa-4a4b-9e92-6322a3275115,Joseph Harris,joseph.harris209@icloud.com,+91 825361971,39491.84,suspended,Bronze
ea762261-e498-46b4-8f7b-ac66699fb520,Charles Phillips,charles.phillips29@protonmail.com,+233 531998528,48222.77,suspended,Gold
fd0750d3-9506-4892-987c-6ef2ccc664d4,Laura Scott,laura.scott877@yahoo.com,+971 722718638,35509.91,active,Silver
24201134-fb7b-49fd-b7eb-bf261742951b,Steven Anderson,steven.anderson759@yahoo.com,+27 546566416,28112.3,frozen,Silver
afb9f93a-fa4a-4ad9-ac21-2a2e4cd07b79,Dorothy Miller,dorothy.miller717@hotmail.com,+234 667423299,4743.45,suspended,Silver
7d2dd21f-5ad4-4b37-babb-684763590939,Christopher Gray,christopher.gray356@example.com,+44 563527714,11534.22,active,Silver
4391de6c-fb57-4f65-924e-9aac4a5711e8,Liam Griffin,liam.griffin448@icloud.com,+61 546352143,10972.69,active,Gold
9e315184-6d20-46de-b5af-80af4accd0d4,Brian Diaz,brian.diaz818@hotmail.com,+61 252338955,10550.96,active,Gold
0acaffbe-8a18-4a17-8e15-ef88c97e470b,Jack Howard,jack.howard990@hotmail.com,+234 132799998,34372.81,active,Gold
b83d842c-1ef6-489e-beaa-ebe6b7703cab,Sarah Peterson,sarah.peterson649@gmail.com,+44 373250624,4023.31,active,Gold
4a31362e-7727-4fe2-b3ec-4a371d0a4700,Amanda James,amanda.james666@outlook.com,+234 943235219,5612.04,active,Bronze
926037ca-5af0-4af8-aec7-ff6b3a0228f6,Marie Powell,marie.powell526@hotmail.com,+91 980406211,31273.67,suspended,Gold
d69aa111-d1f2-4fa2-939c-d452b84bd799,Martha Mitchell,martha.mitchell259@outlook.com,+44 117235176,12921.24,active,Platinum
3e8f0de2-b898-4115-b678-6767918015e2,Anna West,anna.west680@gmail.com,+234 923855156,27973.53,active,Gold
fc25d488-a22c-47fa-a0c6-ddfc0efc23fd,Jose Ramos,jose.ramos152@outlook.com,+61 816759197,43579.13,active,Gold
4fedc328-0745-43e8-b609-45f4b9669ba8,Kimberly White,kimberly.white513@hotmail.com,+233 285120642,28612.94,frozen,Gold
6968f987-c360-4128-a4f6-44b102528193,Margaret Cruz,margaret.cruz999@example.com,+971 952990846,29398.13,suspended,Platinum
5c177114-96d4-4df9-8a52-5de890c24119,Janet Peterson,janet.peterson724@yahoo.com,+27 524689049,8345.47,active,Silver
e9e679fd-2bef-49cd-be34-6892fd69471e,Carol Sullivan,carol.sullivan199@outlook.com,+44 567525642,14602.8,suspended,Silver
bbd6c9de-829a-47a5-b2a0-b6e6ce455739,Brenda Ramos,brenda.ramos131@example.com,+254 498619058,27633.91,active,Silver
f059ff44-2701-4804-b5ec-e357a6080887,Nancy Griffin,nancy.griffin388@hotmail.com,+254 526602917,13952.6,active,Bronze
719f1037-364a-40c7-8afd-b7c853f51cf3,Brian Morris,brian.morris122@hotmail.com,+971 100212378,42665,active,Bronze
e2fcdb3f-bfd5-4b29-a091-ef6da6415d10,David Wood,david.wood670@example.com,+61 630648568,34641.95,suspended,Platinum
5094abf1-61d8-4c6c-98ca-8bd89540ee21,Kenneth Harris,kenneth.harris766@gmail.com,+44 256361544,35535.98,active,Silver
8855ba14-3825-47a0-9cbc-cf186ac41315,Nancy Harris,nancy.harris558@outlook.com,+27 252284017,5347.83,active,Gold
68cc8a88-6de7-4ec2-b9ce-e81960f45fa9,Jessica Cooper,jessica.cooper511@outlook.com,+234 864146203,48294.02,active,Platinum
fe389a05-0122-4f99-8507-b8f16f65d16a,Karen Jenkins,karen.jenkins158@icloud.com,+971 473207953,8437.29,frozen,Gold
c467b044-5e0d-47f5-94fc-cc58e7f50600,Christine Wilson,christine.wilson2@protonmail.com,+61 904353438,31838.67,active,Silver
fa36f50f-8186-40a9-b055-6c9f282d40a9,Justin Reynolds,justin.reynolds598@gmail.com,+254 664629439,33842.31,active,Silver
26cf55a4-f1fb-4bac-b3d5-56bd32ca587f,Patricia Diaz,patricia.diaz776@outlook.com,+971 687041149,10398.25,active,Silver
778a1dfb-0b1c-4d9f-baa6-d5e2527a689f,Helen Ramos,helen.ramos54@protonmail.com,+44 990385377,12623.2,active,Gold
af7e5d88-3461-4a70-bf66-79c3284fe4cb,Jennifer Howard,jennifer.howard231@gmail.com,+44 215598813,15641.06,frozen,Platinum
251117a8-5592-400f-806e-a5eef6d3e1f0,Adam Garcia,adam.garcia740@yahoo.com,+254 908112152,35597.45,suspended,Silver
9e712912-051d-45e7-bde1-91a67e78e910,Christopher Martin,christopher.martin627@gmail.com,+234 393481954,40208.57,active,Gold
fed6ad55-828c-48c3-b0e9-2bc655252169,Sarah Ramirez,sarah.ramirez337@example.com,+61 912399198,40446.59,frozen,Bronze
f13eb186-8dba-4e88-a22b-6b00dc2409a3,Christine Reyes,christine.reyes639@example.com,+234 111099788,26730.12,active,Platinum
f2fc8b2b-7da4-4024-8c09-349088c25839,Angela Robinson,angela.robinson320@yahoo.com,+61 617491842,8444.5,suspended,Silver
1a4b4114-691e-493d-bb6b-d4a66087f8f2,Donna Cox,donna.cox116@protonmail.com,+61 101127447,5302.93,active,Silver
54db1c35-5d81-49fc-b31b-202627cfe4f3,Linda Young,linda.young783@example.com,+44 944441377,4633.91,active,Silver
4004b218-782b-4b1d-ab1b-7477e4c61f50,Andrew Bailey,andrew.bailey543@protonmail.com,+234 559244728,24607.06,active,Bronze
90b2fc2f-5b73-4d82-b393-dbe3a3788553,Linda Roberts,linda.roberts560@hotmail.com,+234 353003807,44075.52,active,Bronze
556a3c2e-3411-447d-8eec-59b688859011,Joseph Baker,joseph.baker244@icloud.com,+233 994140437,32980.69,active,Silver
01bb234c-f1c2-4eb9-959f-1b8d6031cff5,Angela Sanders,angela.sanders75@gmail.com,+233 969108191,25320.84,frozen,Gold
dd541b88-b7bb-4715-921d-cd3a31785d5e,Eric Martin,eric.martin336@example.com,+1 745396711,33171.09,active,Silver
8ad8e175-fb5d-4360-b211-2d95ae25fa06,Robert Martinez,robert.martinez847@protonmail.com,+27 845247460,48723.23,frozen,Silver
42df0249-cf99-4741-98cd-ef69f8af5c5b,Stephanie Reyes,stephanie.reyes809@protonmail.com,+27 137867792,25491.38,active,Platinum
defd15de-ca9b-4d23-bb3f-dac675602cda,Nancy Hughes,nancy.hughes158@gmail.com,+971 720497005,9636.33,active,Platinum
51b889d0-6f91-4e83-86bd-723d7c8fe4a8,Sarah Brown,sarah.brown134@example.com,+971 201398452,30810.44,active,Silver
38a97718-737f-4260-a607-657a2ab29546,Jose Jenkins,jose.jenkins432@hotmail.com,+61 831321883,35222.1,active,Gold
b1451c68-922c-430a-8621-ff004438780f,Margaret Harris,margaret.harris32@outlook.com,+27 752464979,42982.56,active,Gold
9c23620a-66e9-4af2-a553-78f9bc335156,Angela Morgan,angela.morgan954@protonmail.com,+233 710208431,4041.31,frozen,Bronze
e0f7596d-f7a3-44b3-97c4-bd010aedd13f,Susan Murphy,susan.murphy26@protonmail.com,+91 258710187,37178.09,frozen,Platinum
60ea66d2-5267-4237-82e3-f52833a3f758,Jason Walker,jason.walker408@icloud.com,+61 700424231,43277,frozen,Bronze
8b505b57-202a-47fd-a134-3bf36551ab73,Scott Gonzales,scott.gonzales927@yahoo.com,+27 818184986,16061.52,active,Platinum
fe04153a-0098-4bc4-983c-a6ff95549d78,Sharon Lewis,sharon.lewis698@yahoo.com,+91 970251086,7116.93,active,Gold
73b4f146-b33e-46c6-aaf5-522bbe941724,Jacob James,jacob.james77@protonmail.com,+971 129723845,19174.5,frozen,Bronze
3fa40059-a9ad-4510-9dbb-e8e27b22288b,Frank Reyes,frank.reyes217@icloud.com,+234 956100844,46886.43,frozen,Bronze
455321d1-e0cb-49ed-ab10-3114b0703370,Richard Davis,richard.davis30@outlook.com,+91 100232775,34784.57,active,Bronze
06107f74-1e08-4224-9ae4-20a79cdb333f,Sarah Thompson,sarah.thompson235@hotmail.com,+44 208189443,1599.38,active,Bronze
63eb6f4d-8a27-4e77-af07-dc301eab506b,Scott Jordan,scott.jordan338@example.com,+971 688948034,5310.02,active,Silver
7f0947a7-f7fe-45d6-b424-c5c7baf62ce8,Mason West,mason.west127@hotmail.com,+91 616111865,1543.07,suspended,Gold
fd6352e3-7db8-4b17-9b91-19b9a6e1ab02,Deborah Carter,deborah.carter732@icloud.com,+234 975793943,23713.09,active,Silver
75b13c73-0770-42b2-a9c1-d54273b86aa9,Melissa Sanchez,melissa.sanchez564@hotmail.com,+971 753084074,11880.95,active,Silver
f229f4f8-85f9-4f00-8f16-2a3c4879801b,Jason Jones,jason.jones370@icloud.com,+234 737400185,42779.25,active,Bronze
957d687c-0aca-418a-850f-36f7cc85e77f,Linda Green,linda.green568@icloud.com,+1 356965274,30716.45,active,Platinum
5261b6a1-d7fe-40ce-9d25-840449cd0f03,John Moore,john.moore148@yahoo.com,+254 188697830,15077.45,active,Bronze
b0b4a69d-d40d-4153-a1f2-e12af6ecd403,Anthony Graham,anthony.graham37@example.com,+254 262725933,20244.01,frozen,Platinum
0888915e-7b10-4f9d-b759-b4451c9cb6c6,Dorothy Wood,dorothy.wood203@gmail.com,+91 399768790,25233.25,active,Silver
20ac7c9c-888f-4c78-8b90-3d56c892d338,Sandra Diaz,sandra.diaz675@hotmail.com,+44 369392264,44932.12,active,Gold
93370723-d08d-47b6-93cf-9c85ff24f9c5,Deborah Howard,deborah.howard684@protonmail.com,+254 516304943,48066.54,frozen,Bronze
c59ba5f5-bd11-4dc4-bbaa-6be0b4422e55,Mark Wilson,mark.wilson9@protonmail.com,+233 442282107,49043.93,frozen,Silver
cf7fcc39-a001-4129-a9b4-2b333f3ac126,Timothy Jackson,timothy.jackson641@example.com,+1 726237050,12355.33,suspended,Platinum
c334209b-46b6-452c-9343-a1c0f154ebb0,Stephen Ross,stephen.ross286@protonmail.com,+91 379348563,21603.9,suspended,Bronze
2f26f2fc-afbd-4090-b8a0-8c5a07091916,Samuel Adams,samuel.adams992@outlook.com,+44 671652433,35869.2,frozen,Platinum
024c7542-0155-4a36-92fc-f38c78140397,Cynthia Reyes,cynthia.reyes28@outlook.com,+234 513414589,12993.16,frozen,Gold
0884b734-b39e-42ca-b6a0-39eb65be0cd0,Ronald Long,ronald.long538@hotmail.com,+233 110040019,48669.58,frozen,Platinum
5ab67175-4f49-48dc-8ca8-7c6c12a9ea81,Angela Hill,angela.hill932@yahoo.com,+233 643840206,7986.73,suspended,Silver
e69c40b4-4ab1-4dcd-aa9d-6c8e15fcd924,Virginia Jackson,virginia.jackson961@outlook.com,+44 549840034,4369.22,suspended,Platinum
b46ca64e-76f3-43a8-9011-f2d444b40b66,Patricia Hall,patricia.hall960@outlook.com,+44 668362003,30663.71,active,Silver
d69432ce-b900-4ae1-9717-239eb4f95a96,Melissa Peterson,melissa.peterson47@outlook.com,+91 702793876,23716.43,active,Platinum
9d3429af-dfef-4f46-806e-0efedf7b4bd3,Frances Cruz,frances.cruz307@hotmail.com,+61 773138892,17749.95,active,Platinum
3fe62cdd-8b64-4b35-a63a-abe6bd3eb66d,Elijah Edwards,elijah.edwards72@example.com,+971 327192900,43216.4,active,Bronze
40f66775-5d4b-44ff-9a7f-12f9ace09b49,Carol Green,carol.green883@outlook.com,+91 373840767,215.51,active,Silver
3028f6b5-fbcc-436f-be95-fa7e672a1c47,Laura Harris,laura.harris701@outlook.com,+234 694897296,2041.47,suspended,Gold
e7b339c1-aca2-446f-b446-5bcf41319134,Sharon Russell,sharon.russell596@icloud.com,+61 854431726,11261.73,active,Gold
485e8077-a368-4042-bb3b-a71529f3f0bb,James Martinez,james.martinez768@gmail.com,+971 156791690,31302.09,suspended,Gold
3918a0aa-e204-4f93-8ed3-2a619c7a6d8d,Marie Martinez,marie.martinez511@gmail.com,+1 891478784,20550.26,suspended,Silver
5a00109f-e288-4039-8a8f-b624833f0065,Andrew James,andrew.james777@outlook.com,+44 806774473,7517.8,suspended,Bronze
bac3acee-347b-4a2c-ac92-f2afda712e78,Tiffany Barnes,tiffany.barnes865@gmail.com,+91 834792452,27875.88,active,Silver
b01d1d5b-ec38-4859-83db-5f9f79cd616f,Patricia Baker,patricia.baker937@hotmail.com,+1 825164959,29242.89,active,Gold
311e9162-997e-47f8-9850-c5ced4b079cb,Donna Kim,donna.kim520@icloud.com,+61 304993815,42573.02,active,Bronze
b54bcc25-f55c-44d4-ab0f-9b816c782651,Sandra Walker,sandra.walker12@example.com,+234 675355939,37988.6,active,Gold
ac0d4fc4-c444-414c-9030-7b6c2c4d57bb,Robert Edwards,robert.edwards759@example.com,+971 932043005,46790.25,frozen,Gold
38fc04fc-9aa9-462f-94fb-c213369954ad,Karen James,karen.james998@gmail.com,+44 216834241,16272.74,frozen,Bronze
4e76cb4b-19f9-41f0-a87b-3cca88ef44d1,Ann Collins,ann.collins629@protonmail.com,+971 701024412,25879.72,active,Gold
9c5ae80e-06b5-4a21-b2af-7d4c0d1f4d54,Helen Ramirez,helen.ramirez599@example.com,+44 651335923,2037.55,active,Silver
18d53596-6e7c-41b0-b691-80ab17f39caf,Michael Diaz,michael.diaz311@gmail.com,+971 505362095,16039.66,active,Platinum
0a8a720c-9258-4f48-aae1-ccb4724639c5,Laura Harris,laura.harris245@example.com,+44 399518699,16178.68,suspended,Bronze
a1567133-b3ae-47e5-b7da-4bdf0b56c16a,Ann Reed,ann.reed258@outlook.com,+27 934103938,40463.52,active,Silver
1eacd371-adab-4059-a78e-3650f08f4f20,Gregory Perez,gregory.perez206@outlook.com,+233 790635578,24468.82,active,Bronze
709e5036-aaf1-4316-b2c2-402a90ab6cf4,Aaron Williams,aaron.williams171@hotmail.com,+61 853448274,41737.45,active,Silver
71a047ac-bb69-4c0c-b227-598432eb39db,Michelle Alexander,michelle.alexander120@outlook.com,+233 129732474,34350.16,frozen,Platinum
84a68d5d-092e-4a90-873d-238642cf0268,Tyler Cole,tyler.cole584@gmail.com,+44 859372313,22770.03,active,Platinum
9e3fdfd4-bbc4-4a3a-9e4f-f42c3cb39958,Jason Johnson,jason.johnson644@icloud.com,+971 295463559,10899.69,active,Platinum
9dd254ea-e7f1-4306-8faf-a802f097a908,Joshua West,joshua.west413@protonmail.com,+61 592349225,30846.3,active,Silver
e519a998-3595-4893-8afb-1b382cde30c0,Eric Cruz,eric.cruz195@yahoo.com,+254 305637023,49193.59,frozen,Platinum
0c22dd3e-7353-40ea-9d39-329970b2748b,Alexander Green,alexander.green719@yahoo.com,+254 505422414,21633.69,active,Platinum
8ca41181-978e-4505-ad3c-f5b44855f79e,Rebecca Anderson,rebecca.anderson388@outlook.com,+971 230033872,19708.31,suspended,Gold
3fd9ffc3-d22d-4682-a9d5-fae828e44669,Jacob Edwards,jacob.edwards465@icloud.com,+233 667707207,34647.27,frozen,Silver
ad350525-ec2a-49fc-a759-a40cdab8170c,Janet Reynolds,janet.reynolds996@outlook.com,+44 710040415,14104.17,active,Platinum
050ff0f7-11c7-41c7-90b0-ffcf40dabe42,Catherine Perez,catherine.perez900@yahoo.com,+233 227573870,11023.69,active,Gold
9a749c44-7527-4181-b1d0-b2f5d2351076,William Flores,william.flores365@outlook.com,+91 143132978,17424.13,suspended,Silver
70f51fa6-b781-4fbd-ab0e-ba968ee4e1e1,Elizabeth Wallace,elizabeth.wallace805@outlook.com,+971 375505886,42430.71,suspended,Platinum
998179b3-4627-4db5-9ccb-50abe182c062,Nicholas Cole,nicholas.cole785@hotmail.com,+254 924537993,39486.28,active,Bronze
b557e08b-4410-4d54-8798-0dd176b05c6f,Susan White,susan.white365@yahoo.com,+91 602119767,23402.12,frozen,Gold
ae67bf07-ba99-48c4-8bbe-59f04c69dcbc,Sharon Harris,sharon.harris109@protonmail.com,+91 167648647,16765.5,active,Platinum
19e11d91-d0c4-4839-84ae-202c505b77da,George Chavez,george.chavez357@icloud.com,+234 713348609,11270.27,active,Gold
6acb588f-91f3-48f6-9e2e-2b58cec421c3,Gregory Ramos,gregory.ramos172@hotmail.com,+61 741994941,28029.7,suspended,Bronze
be95ca24-110b-4067-9379-f8b4b4acc36e,Elizabeth Price,elizabeth.price373@yahoo.com,+233 148292854,36863.82,suspended,Silver
